locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,,,,,
629959,Paradise Catering,Truck,6713000,HARRISON ST: ESSEX ST \ I-80 E ON RAMP to 02ND ST (550 - 599),575 HARRISON ST,3764198,3764,198,15MFF-0055,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6014256.90568,2113627.76045,37.784420492,-122.3943806391,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0055&ExportPDF=1&Filename=15MFF-0055_schedule.pdf,Mo-Fr:9AM-10AM,,03/11/2015 04:02:44 PM,Mar 11 2015  3:54PM,1,03/15/2016 12:00:00 AM,"(37.7844205057694, -122.394380639092)",,,,,
629960,Paradise Catering,Truck,4194000,CLEMENTINA ST: 01ST ST to ECKER ST (1 - 37),19 CLEMENTINA ST,3736124,3736,124,15MFF-0055,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,6013968.81734,2114630.49237,37.7871577442,-122.3954476052,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0055&ExportPDF=1&Filename=15MFF-0055_schedule.pdf,Mo-Fr:9AM-10AM,,03/11/2015 04:02:44 PM,Mar 11 2015  3:54PM,1,03/15/2016 12:00:00 AM,"(37.7871577579478, -122.395447605142)",,,,,
629961,Paradise Catering,Truck,0,,Assessors Block /Lot,,,,15MFF-0055,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0055&ExportPDF=1&Filename=15MFF-0055_schedule.pdf,Mo-Fr:10AM-11AM,,03/11/2015 04:02:44 PM,Mar 11 2015  3:54PM,1,03/15/2016 12:00:00 AM,,,,,,
630134,JapaCurry,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,15MFF-0056,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,6013858.05956,2115347.09492,37.7891192077,-122.3958810393,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0056&ExportPDF=1&Filename=15MFF-0056_schedule.pdf,Tu/We/Th:11AM-2PM,,03/12/2015 11:48:38 AM,Mar 12 2015 11:44AM,1,03/15/2016 12:00:00 AM,"(37.7891192214396, -122.395881039325)",,,,,
630135,JapaCurry,Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,260004,260,4,15MFF-0056,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,6012325.432,2116569.355,37.792389862,-122.4012696952,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0056&ExportPDF=1&Filename=15MFF-0056_schedule.pdf,Mo/Tu/Fr:11AM-2PM,,03/12/2015 11:48:38 AM,Mar 12 2015 11:44AM,1,03/15/2016 12:00:00 AM,"(37.792389875752, -122.401269695226)",,,,,
630136,JapaCurry,Truck,9092000,MISSION ST: 02ND ST to NEW MONTGOMERY ST (600 - 634),602 MISSION ST,3707013,3707,13,15MFF-0056,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,6012606.129,2114955.147,37.7879732832,-122.4001850499,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0056&ExportPDF=1&Filename=15MFF-0056_schedule.pdf,We/Th:10AM-2PM,,03/12/2015 11:48:38 AM,Mar 12 2015 11:44AM,1,03/15/2016 12:00:00 AM,"(37.7879732969891, -122.400185049879)",,,,,
630168,Curry Up Now,Truck,3422000,BUSH ST: TREASURY PL to PETRARCH PL (220 - 251),225 BUSH ST,289001,289,1,15MFF-0057,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,6012345.54,2116003.915,37.7908384195,-122.4011603703,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0057&ExportPDF=1&Filename=15MFF-0057_schedule.pdf,Mo-Fr:11AM-2PM,,04/28/2015 08:11:39 AM,Mar 12 2015 12:57PM,1,03/15/2016 12:00:00 AM,"(37.790838433222, -122.401160370289)",,,,,
630169,Curry Up Now,Truck,24571000,WASHINGTON ST: DRUMM ST intersection,370 DRUMM ST,201012,201,12,15MFF-0057,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,6013693.222,2118189.172,37.7969137125,-122.3966506753,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0057&ExportPDF=1&Filename=15MFF-0057_schedule.pdf,Mo/Tu/We/Th/Fr:2PM-3PM,,04/28/2015 08:11:39 AM,Mar 12 2015 12:57PM,1,03/15/2016 12:00:00 AM,"(37.796913726248, -122.396650675254)",,,,,
630916,Mini Mobile Food Catering,Truck,7740000,KANSAS ST: CESAR CHAVEZ ST to MARIN ST (1600 - 1699),Assessors Block 4341/Lot001,4341001,4341,1,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6011939.508,2100756.7,37.7489503634,-122.4014931897,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo/Mo/Mo/Mo/Mo:6AM-8AM/8AM-9AM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7489503772379, -122.401493189698)",,,,,
630917,Mini Mobile Food Catering,Truck,2138000,ALAMEDA ST: HAMPSHIRE ST to BRYANT ST (2400 - 2599),Assessors Block 3905/Lot011,3905011,3905,11,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6009738.83721,2107942.1941,37.7685570713,-122.4096102363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo/Mo/Mo/Mo/Mo:6AM-8AM/8AM-9AM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7685570851039, -122.409610236288)",,,,,
630918,Mini Mobile Food Catering,Truck,5685000,FOLSOM ST: 12TH ST to 13TH ST (1600 - 1699),1690 FOLSOM ST,3515040,3515,40,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6007908.862,2108555.219,37.7701375805,-122.4159834028,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:8AM-9AM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7701375942919, -122.415983402794)",,,,,
630919,Mini Mobile Food Catering,Truck,2956003,BERRY ST: 06TH ST to KING ST (400 - 431),420 BERRY ST,8703006,8703,6,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6012806.32546,2109136.8203,37.7720086565,-122.3990838455,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:9AM-10AM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7720086702573, -122.399083845463)",,,,,
630920,Mini Mobile Food Catering,Truck,515000,11TH ST: FOLSOM ST to HARRISON ST (300 - 399),355 11TH ST,3520027,3520,27,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6008817.805,2109020.872,37.7714672159,-122.4128722942,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:9AM-10AM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7714672296901, -122.4128722942)",,,,,
630921,Mini Mobile Food Catering,Truck,5864000,FREMONT ST: FOLSOM ST to HARRISON ST \ I-80 W OFF RAMP (300 - 399),350 FREMONT ST,3748007,3748,7,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6014680.389,2114586.51,37.7870765304,-122.3929826242,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7870765441583, -122.392982624218)",,,,,
630922,Mini Mobile Food Catering,Truck,6710000,HARRISON ST: BEALE ST to FREMONT ST \ I-80 W OFF RAMP (300 - 399),355 FREMONT ST,3747 320,3747,320,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6014901.46219,2114671.59044,37.7873224193,-122.3922237064,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7873224330936, -122.392223706374)",,,,,
630923,Mini Mobile Food Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),355 BERRY ST,8707003,8707,3,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013399.28445,2109254.17608,37.7723639148,-122.3970409704,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:10AM-11AM/12PM-1PM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7723639285554, -122.397040970353)",,,,,
630924,Mini Mobile Food Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),701 16TH ST,8723001,8723,1,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:10AM-11AM/12PM-1PM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,,,,,,
630925,Mini Mobile Food Catering,Truck,6711000,HARRISON ST: FREMONT ST \ I-80 W OFF RAMP to 01ST ST \ I-80 E ON RAMP (400 - 499),401 HARRISON ST,3765001,3765,1,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:10AM-11AM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,,,,,,
630926,Mini Mobile Food Catering,Truck,110000,01ST ST: CLEMENTINA ST to FOLSOM ST (245 - 299),245 01ST ST,3737012,3737,12,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6014220.898,2114895.75,37.7879000978,-122.3945940362,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:10AM-11AM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7879001115912, -122.394594036195)",,,,,
630927,Mini Mobile Food Catering,Truck,414000,08TH ST: HERON ST to HARRISON ST (350 - 399),350 08TH ST,3756003,3756,3,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6009763.073,2109812.608,37.7736941525,-122.4096584414,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:10AM-11AM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7736941662617, -122.409658441346)",,,,,
630928,Mini Mobile Food Catering,Truck,8485000,LOOMIS ST: FLOWER ST to WATERLOO ST (120 - 255),491 BAY SHORE BLVD,5598008,5598,8,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:10AM-1PM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,,,,,,
630929,Mini Mobile Food Catering,Truck,8958000,MENDELL ST: GALVEZ AVE to HUDSON AVE (600 - 699),620 MENDELL ST,5254002,5254,2,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6016250.092,2097183.501,37.7393786694,-122.3863379452,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Sa:11AM-2PM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7393786832575, -122.386337945144)",,,,,
630930,Mini Mobile Food Catering,Truck,5861002,FREMONT ST: TRANSBAY HUMP to NATOMA ST (116 - 169),147 FREMONT ST,3719003,3719,3,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013984.177,2115732.906,37.7901855706,-122.3954717258,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,Mo-Fr:9AM-10AM,,03/12/2015 02:30:02 PM,Mar 12 2015  2:24PM,1,03/15/2016 12:00:00 AM,"(37.7901855844043, -122.3954717258)",,,,,
631164,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,12044000,SPEAR ST: MARKET ST to MISSION ST (1 - 99),60 SPEAR ST,3712023,3712,23,15MFF-0059,APPROVED,Tacos: Ceviche: Agua Fresca: Fideos: Tortas: Bacon-wrapped Hot Dogs,6014255.311,2116583.43,37.7925359884,-122.3945931992,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0059&ExportPDF=1&Filename=15MFF-0059_schedule.pdf,Mo/Th/Fr:8AM-3PM,,03/12/2015 02:51:39 PM,Mar 12 2015  2:41PM,0,03/15/2016 12:00:00 AM,"(37.7925360021997, -122.394593199225)",,,,,
631165,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,10995000,RHODE ISLAND ST: 16TH ST to 17TH ST (300 - 399),301 RHODE ISLAND ST,3956025,3956,25,15MFF-0060,APPROVED,Multiple Trucks - Everything,6011875.761,2106770.632,37.7654597375,-122.4021363762,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0060&ExportPDF=1&Filename=15MFF-0060_schedule.pdf,Mo-We:8AM-3PM,,03/12/2015 02:51:30 PM,Mar 12 2015  2:42PM,0,03/15/2016 12:00:00 AM,"(37.7654597512631, -122.402136376169)",,,,,
631166,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,711000,16TH ST: KANSAS ST to VERMONT ST (1700 - 1799),1700 16TH ST,3935005,3935,5,15MFF-0060,APPROVED,Multiple Trucks - Everything,6011356.434,2107057.15,37.7662174507,-122.4039527841,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0060&ExportPDF=1&Filename=15MFF-0060_schedule.pdf,We/Th/Fr:8AM-3PM,,03/12/2015 02:51:30 PM,Mar 12 2015  2:42PM,0,03/15/2016 12:00:00 AM,"(37.7662174644741, -122.403952784111)",,,,,
631438,Liang Bai Ping,Truck,5862000,FREMONT ST: NATOMA ST to HOWARD ST (170 - 199),Assessors Block 3720/Lot001,3720001,3720,1,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6013655.829,2115559.572,37.7896913676,-122.3965956371,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo/Mo/Mo/Mo/Mo:5AM-6AM/11AM-12PM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7896913813584, -122.396595637074)",,,,,
631439,Liang Bai Ping,Truck,2866000,BEALE ST: FOLSOM ST to HARRISON ST (300 - 399),300 BEALE ST,3747022,3747,22,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014804.68,2114971.118,37.7881394789,-122.3925795154,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:6AM-7AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7881394926445, -122.392579515364)",,,,,
631440,Liang Bai Ping,Truck,8630000,MAIN ST: FOLSOM ST to HARRISON ST (300 - 399),201 FOLSOM ST,3746002,3746,2,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015208.50366,2114965.06729,37.7881452833,-122.3911819203,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:7AM-8AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7881452970657, -122.391181920253)",,,,,
631441,Liang Bai Ping,Truck,4908000,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 CARROLL AVE,4882026,4882,26,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014733.709,2091343.759,37.7232598663,-122.391172886,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:7AM-8AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7232598801599, -122.391172885959)",,,,,
631442,Liang Bai Ping,Truck,13780000,YOSEMITE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 YOSEMITE AVE,4831012,4831,12,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015609.592,2092025.988,37.7251817007,-122.3881926884,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:7AM-8AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7251817145626, -122.388192688434)",,,,,
631443,Liang Bai Ping,Truck,13779000,YOSEMITE AVE: HAWES ST to INGALLS ST (1300 - 1399),1335 YOSEMITE AVE,4846013,4846,13,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015941.755,2091544.796,37.7238788408,-122.3870108788,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:7AM-8AM/10AM-11AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7238788546676, -122.387010878775)",,,,,
631444,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1145 REVERE AVE,4786077,4786,77,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017482.212,2092501.331,37.7265904795,-122.3817522114,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:7AM-8AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7265904933519, -122.381752211396)",,,,,
631445,Liang Bai Ping,Truck,13139000,VAN DYKE AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1370 VAN DYKE AVE,4811013,4811,13,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015684.099,2092668.764,37.7269507644,-122.3879799563,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:8AM-9AM/12PM-1PM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7269507782103, -122.387979956252)",,,,,
631446,Liang Bai Ping,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1389 UNDERWOOD AVE,4811014,4811,14,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015603.925,2092728.532,37.7271104334,-122.3882612881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:8AM-9AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7271104472148, -122.388261288134)",,,,,
631447,Liang Bai Ping,Truck,11782000,SHAFTER AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1127 SHAFTER AVE,4793017,4793,17,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017324.545,2092269.627,37.725945558,-122.3822811533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:8AM-9AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7259455718796, -122.382281153243)",,,,,
631448,Liang Bai Ping,Truck,12569000,THOMAS AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1180 THOMAS AVE,4793029,4793,29,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017060.368,2092340.381,37.7261252396,-122.3831993272,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:8AM-9AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.726125253478, -122.383199327229)",,,,,
631449,Liang Bai Ping,Truck,6542000,GRIFFITH ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1515 GRIFFITH ST,4794009,4794,9,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017577.871,2092036.503,37.7253194337,-122.3813892094,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo/Mo/Tu/Tu/We:8AM-9AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7253194475093, -122.381389209418)",,,,,
631450,Liang Bai Ping,Truck,2710000,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1555 BANCROFT AVE,4880001,4880,1,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014646.012,2091759.86,37.7243975297,-122.3915051164,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:8AM-9AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.724397543578, -122.391505116373)",,,,,
631451,Liang Bai Ping,Truck,12827000,UNDERWOOD AVE: INGALLS ST to JENNINGS ST (1300 - 1399),1351 UNDERWOOD AVE,4811005,4811,5,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015824.111,2092689.211,37.7270146636,-122.387497359,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,Mo-Fr:9AM-10AM,,03/12/2015 03:40:34 PM,Mar 12 2015  3:33PM,1,03/15/2016 12:00:00 AM,"(37.7270146774566, -122.387497359012)",,,,,
